Last 365 - Daily (Wind)
Time,Value,Avg. Wind Speed
2/7,1.240234375,0
2/8,0.099609375,0
2/9,0.017578125,0
2/10,0,0
2/11,0,0
2/12,0.05859375,0
2/13,0.0007875000000012733,0
2/14,0.8566343749999987,0
2/15,1.330078125,0
2/16,0.634765625,0
2/17,0.396484375,1.7648070245726488
2/18,0,0.07231104290674603
2/19,0.541015625,2.4042866890714207
2/20,0.1796875,1.447901870265152
2/21,0,0.3733202804289821
2/22,0.107421875,1.0054505197734365
2/23,0.599609375,2.132838541666666
2/24,0.55859375,3.959752038043479
2/25,0.35546875,2.386025586072291
2/26,0,0.5618273103961412
2/27,0,0
2/28,0.095703125,0
3/1,0,0
3/2,0.626953125,0
3/3,0.34765625,0
3/4,0,0
3/5,0.359375,0
3/6,0.177734375,0
3/7,1.70703125,0
3/8,1.380859375,0
3/9,0.04296875,0
3/10,0.71875,0
3/11,0.765625,0
3/12,0.2265625,0
3/13,0.5688218749999976,0
3/14,0.3725843750000024,0
3/15,0.4140625,0
3/16,0.90234375,0
3/17,0.1796875,0
3/18,1.095703125,0
3/19,0.51953125,0
3/20,0.486328125,0
3/21,1.07421875,0
3/22,0.162109375,0
3/23,0.30859375,0
3/24,1.328125,0
3/25,0.232421875,0
3/26,1.771484375,0
3/27,1.365234375,0
3/28,0.232421875,0
3/29,0.517578125,0
3/30,0.009765625,0
3/31,0,0
4/1,0.099609375,0
4/2,0.8125,0
4/3,0.21484375,0
4/4,0,0
4/5,0.423828125,0
4/6,0.734375,0
4/7,1.638671875,0
4/8,0.123046875,0
4/9,1.001953125,0
4/10,0.396484375,0
4/11,0.517578125,0
4/12,0.349609375,0
4/13,1.591796875,0
4/14,0.830078125,0
4/15,0.44140625,0
4/16,0.630859375,0
4/17,1.240234375,0
4/18,1.880859375,0
4/19,0.658203125,0
4/20,1.31640625,0
4/21,1.6015625,0
4/22,0.064453125,0
4/23,0,0
4/24,0.609375,0
4/25,1.34765625,0
4/26,0.560546875,0
4/27,0.767578125,0
4/28,0.632343750000004,0
4/29,1.230937499999996,0
5/1,0,0
5/2,0.259765625,0
5/3,0.12109375,0
5/4,0.0625,0
5/5,0.29296875,0
5/6,0.33583437500000457,0
5/7,0.7266656249999953,0
5/8,1.06640625,0
5/9,0.9765625,0
5/10,0.10546875,0
5/11,0.40625,0
5/12,0.361328125,0
5/13,0.0859375,0
5/16,0.197265625,0
5/17,0.65234375,0
5/18,0.650390625,0
5/19,0.330078125,0
5/20,0.390625,0
5/21,0.33203125,0
5/22,0.010525000000001228,0
5/23,1.2922093749999988,0
5/24,0.287109375,0
5/25,1.41796875,0
5/26,1.66796875,0
5/27,1.798828125,0
5/28,0.787109375,0
5/29,1.5859375,0
5/30,0.34765625,0
5/31,2.22265625,0
6/1,2.560546875,0
6/2,0.4609375,0
6/3,0.22265625,0
6/4,0.474609375,0
6/5,0.419921875,0
6/6,3.107421875,0
6/7,0.08203125,0
6/8,0.48046875,0
6/9,0.0546875,0
6/10,0.5546875,0
6/11,0.640625,0
6/12,0.615234375,0
6/13,0.546875,0
6/14,0.287109375,0
6/15,0.41796875,0
6/16,0.28125,0
6/17,0.255859375,0
6/18,0.59765625,0
6/19,0.296875,0
6/20,0.015625,0
6/21,0.244140625,0
6/22,0.25390625,1.8010612910730392
6/23,0.548828125,3.656397323959355
6/24,0.955078125,3.6021399976808266
6/25,0.5703125,2.957635823510484
6/26,0.216796875,2.167367497803873
6/27,0.375,2.4906388647421456
6/28,1.3984375,5.771258822800529
6/29,0.787109375,4.2255505560651025
6/30,0.337890625,2.3749520246142377
7/1,0.017578125,1.372768983110657
7/2,0.23828125,1.8023703949359788
7/3,0.576171875,2.5572184528337223
7/4,0.4375,2.6649821329328476
7/5,0.21484375,1.9986802686701397
7/6,0.44921875,2.7425746698620586
7/7,0.796875,4.058282921194699
7/8,0.310546875,2.253695892280537
7/9,0.37890625,2.3601485644139015
7/10,0.007187500000000568,0.234063269602822
7/11,1.0885156249999994,2.769876638544613
7/12,1.3359375,3.481810096457456
7/13,1.458984375,4.037179781826469
7/14,0.46484375,2.8687418445783877
7/15,1.16796875,3.867111523615273
7/16,0.359375,2.689159866235805
7/18,0.357421875,3.9785246826022735
7/19,0.77734375,3.468203129728744
7/20,0.607421875,2.8321044935300375
7/21,0.57421875,2.905152015859798
7/22,0.35546875,2.512040653703155
7/23,0.400390625,2.4182052139184265
7/24,0.740234375,2.9238597160079327
7/25,0.453125,2.4553546713502175
7/26,0.4765625,2.379751389584516
7/27,0.17578125,1.9329560044457923
7/28,0.048828125,1.3461357298482173
7/29,0.40625,2.530783235701541
7/30,0.412109375,2.471929077687012
7/31,0.15234375,1.6158113731537898
8/1,0.248046875,2.0542821086458174
8/2,0.283203125,2.32477391236744
8/3,0.384765625,2.4575629738667466
8/4,0.79296875,3.161074282258029
8/5,0.376953125,2.47869850427129
8/6,0.541015625,2.905684109368083
8/7,0.66796875,3.043235783624226
8/8,0.732421875,3.1169740684591924
8/9,0.337890625,2.3076067159634217
8/10,0.490234375,3.323579089747183
8/11,0.31640625,2.5173320825996295
8/12,0.400390625,2.5343756520552088
8/13,0.205078125,1.5861136095072146
8/14,0.3984375,3.091667384719454
8/15,0.447265625,2.6572642069610555
8/16,0.27734375,2.0295914765368885
8/17,0.3359375,2.207243938632644
8/18,0.333984375,2.2161805459992396
8/19,0.5,2.826206569424772
8/20,0.48828125,2.5554050314630974
8/21,0.40234375,2.3970692653283523
8/22,0.318359375,2.1635750218935708
8/23,0.12109375,1.262471807614385
8/24,0.2578125,2.0218302536804877
8/25,0.232421875,1.6696533188443234
8/26,0.181640625,1.797737067100898
8/27,0.16015625,1.816046147546541
8/28,0.248046875,2.106281020474026
8/29,0.349609375,1.999424130702086
8/30,0.513671875,2.36116866799024
8/31,0.421875,2.7699855464222263
9/1,0.072265625,1.394045619344604
9/2,0,0.7620924455141035
9/3,0,0.731310498599969
9/4,0.421875,2.204637471887858
9/5,0.45703125,3.094100044440074
9/6,0,0.8255519467452005
9/7,0.21875,1.6504156484633048
9/8,0.091796875,1.815261607440978
9/9,0.046875,1.459674760907535
9/10,0.265625,1.7982269079386406
9/11,0.3984375,2.1642464220066837
9/12,0.125,1.3106176018770823
9/13,0.0546875,1.2569303848427615
9/14,0.251953125,1.7270459198026398
9/15,0.482421875,2.527923464050678
9/16,0.8515625,3.4860286142537475
9/17,0.0703125,1.2695209160783527
9/18,0,0.6401282933382311
9/19,0.064453125,1.1332705222238542
9/20,0,0.9443182959771637
9/21,0.017578125,0.8321903256138371
9/22,0,0.8704545788386843
9/23,0.1527499999999975,1.6581889576915865
9/24,0.25,1.7853729705182613
9/25,0.314453125,2.3500872723428796
9/26,0,0.39579315498166534
9/27,0.099609375,1.2219705848185791
9/28,0.115234375,1.1304502607051088
9/29,0.0625,1.063694171070378
9/30,0.189453125,1.5095030360814097
10/1,0.521484375,3.5115241481570965
10/2,0.37890625,3.243850675829533
10/3,1.19140625,5.352820192292476
10/4,0.517578125,2.8171221502329
10/5,1.83984375,5.9704546335431345
10/6,0.349609375,3.1052483656099343
10/7,0.064453125,1.6035670619300868
10/8,0,0.7510795906121112
