Last 365 - Daily (Wind)
Time,Value,Avg. Wind Speed
9/8,0.0078125,1.815261607440978
9/9,0,1.459674760907535
9/10,0.05078125,1.7982269079386406
9/11,0.080078125,2.1642464220066837
9/12,0.009765625,1.3106176018770823
9/13,0.013671875,1.2569303848427615
9/14,0.04296875,1.7270459198026398
9/15,0.099609375,2.527923464050678
9/16,0.15625,3.4860286142537475
9/17,0.005859375,1.2695209160783527
9/18,0,0.6401282933382311
9/19,0,1.1332705222238542
9/20,0,0.9443182959771637
9/21,0,0.8321903256138371
9/22,0,0.8704545788386843
9/23,0.013706249999998477,1.6581889576915865
9/24,0.052734375,1.7853729705182613
9/25,0.060546875,2.3500872723428796
9/26,0,0.39579315498166534
9/27,0.009765625,1.2219705848185791
9/28,0.0234375,1.1304502607051088
9/29,0.005859375,1.063694171070378
9/30,0.025390625,1.5095030360814097
10/1,0.123046875,3.5115241481570965
10/2,0.111328125,3.243850675829533
10/3,0.15234375,5.352820192292476
10/4,0.0703125,2.8171221502329
10/5,0.267578125,5.9704546335431345
10/6,0.0234375,3.1052483656099343
10/7,0,1.6035670619300868
10/8,0,0.7510795906121112
